,dept_id,dept_name,dept_head,employee_id,age,gender,marital_status,avg_monthly_hrs,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
12183,D00-IT,IT,Henry Adey,103576,30,Female,Married,201.0,0.0,0.899139,4,0.0,low,0.603828,Employed,3.0
12184,D00-SS,Sales,Edward J Bayley,112842,39,Male,Married,253.0,0.0,0.557355,5,0.0,medium,0.729651,Employed,6.0
12185,D00-SS,Sales,Edward J Bayley,107817,22,Male,Unmarried,150.0,0.0,0.684419,3,0.0,low,0.927707,Employed,2.0
12186,D00-FN,Finance,Aanchal J,101995,22,Male,Unmarried,173.0,0.0,0.451892,3,0.0,medium,0.947477,Employed,2.0
12187,D00-MT,Marketing,Reuben Swann,117656,30,Male,Married,231.0,0.0,0.702942,5,1.0,medium,0.775749,Employed,3.0
12188,D00-SS,Sales,Edward J Bayley,104795,28,Female,Married,192.0,0.0,0.453017,5,0.0,low,0.645143,Employed,2.0
12189,D00-MT,Marketing,Reuben Swann,112306,51,Male,Married,211.0,0.0,0.7149338820301783,4,0.0,low,0.966897,Employed,3.0
12190,D00-ENG,Engineering,Sushant Raghunathan K,108371,26,Male,Unmarried,247.0,0.0,0.7227253766623767,2,0.0,medium,0.697427,Employed,3.0
12191,D00-ENG,Engineering,Sushant Raghunathan K,112440,26,Male,Unmarried,139.0,0.0,0.873232,6,0.0,medium,0.395485,Left,6.0
12192,D00-SS,Sales,Edward J Bayley,108969,30,Male,Married,157.0,0.0,0.539066,4,0.0,low,0.718262,Employed,3.0
12193,D00-ENG,Engineering,Sushant Raghunathan K,112640,33,Male,Married,253.0,0.0,0.954434,5,0.0,high,0.900868,Employed,2.0
12194,D00-PD,Product,Darcy Staines,108414,35,Male,Married,266.0,0.0,0.886862,4,0.0,medium,0.474352,Employed,7.0
12195,D00-SP,Support,Amelia Westray,110292,34,Male,Married,170.0,0.0,0.453596,4,0.0,low,0.281551,Employed,2.0
12196,D00-SS,Sales,Edward J Bayley,110123,24,Female,Unmarried,258.0,1.0,0.469289,4,0.0,low,0.794409,Employed,4.0
12197,D00-SP,Support,Amelia Westray,107823,40,Male,Married,193.0,0.0,0.844994,5,0.0,medium,0.737267,Employed,2.0
12198,D00-SP,Support,Amelia Westray,116960,24,Female,Unmarried,137.0,0.0,0.464307,2,0.0,medium,0.403111,Left,3.0
12199,D00-MN,Management,Ellie Trafton,118302,27,Male,Unmarried,253.0,0.0,0.725845,3,0.0,high,0.654405,Employed,3.0
12200,D00-SS,Sales,Edward J Bayley,109087,31,Male,Married,231.0,0.0,0.688178,6,0.0,low,0.154914,Employed,4.0
12201,D00-FN,Finance,Aanchal J,112157,25,Female,Unmarried,135.0,0.0,0.70225,4,0.0,medium,0.674538,Employed,2.0
12202,D00-SS,Sales,Edward J Bayley,101709,48,Male,Married,173.0,0.0,0.754013,4,0.0,medium,0.622466,Employed,2.0
12203,D00-IT,IT,Henry Adey,114611,26,Male,Unmarried,181.0,0.0,0.805884,4,0.0,low,0.772048,Employed,4.0
12204,D00-ENG,Engineering,Sushant Raghunathan K,113683,25,Female,Unmarried,156.0,0.0,0.53334,2,0.0,low,0.353424,Left,3.0
12205,D00-FN,Finance,Aanchal J,110073,26,Male,Unmarried,149.0,0.0,0.511083,2,0.0,medium,0.616026,Employed,3.0
12206,D00-SS,Sales,Edward J Bayley,107226,38,Male,Married,189.0,1.0,0.905672,6,0.0,medium,0.780612,Employed,3.0
12207,D00-MN,Management,Ellie Trafton,100723,22,Female,Unmarried,210.0,0.0,0.578501,3,0.0,medium,0.81085,Employed,3.0
12208,D00-PD,Product,Darcy Staines,116679,25,Male,Unmarried,104.0,0.0,0.673604,2,0.0,low,0.904066,Employed,7.0
12209,D00-PD,Product,Darcy Staines,111316,28,Male,Unmarried,252.0,0.0,0.981891,3,0.0,high,0.640929,Employed,2.0
12210,D00-PD,Product,Darcy Staines,101943,46,Female,Married,281.0,0.0,0.535983,4,0.0,medium,0.680472,Employed,4.0
12211,D00-SS,Sales,Edward J Bayley,109385,49,Male,Married,153.0,0.0,0.868583,4,0.0,medium,0.825661,Employed,7.0
12212,D00-ENG,Engineering,Sushant Raghunathan K,101042,51,Male,Married,287.0,0.0,0.522253,5,0.0,low,0.111523,Employed,4.0
12213,D00-SP,Support,Amelia Westray,115228,25,Female,Unmarried,129.0,0.0,0.57034,2,0.0,medium,0.453383,Left,3.0
12214,D00-ENG,Engineering,Sushant Raghunathan K,111938,24,Female,Unmarried,224.0,0.0,0.918178,3,0.0,low,0.738958,Employed,3.0
12215,D00-SP,Support,Amelia Westray,100568,30,Female,Married,157.0,0.0,0.707167,5,0.0,low,0.834708,Employed,4.0
12216,D00-PD,Product,Darcy Staines,109964,41,Male,Married,239.0,0.0,0.861186,4,0.0,medium,0.805969,Employed,2.0
12217,D00-UKN,Unknown,Unknown,111195,48,Male,Married,186.0,0.0,0.7176792875,4,0.0,low,0.715554,Employed,3.0
12218,D00-FN,Finance,Aanchal J,116771,22,Female,Unmarried,303.0,0.0,0.866422,5,0.0,medium,0.0609863,Left,5.0
12219,D00-ENG,Engineering,Sushant Raghunathan K,116856,24,Male,Unmarried,219.0,0.0,0.916486,4,0.0,low,0.785479,Employed,2.0
12220,D00-ENG,Engineering,Sushant Raghunathan K,108572,27,Male,Unmarried,150.0,0.0,0.845806,3,0.0,low,0.89944,Employed,2.0
12221,D00-PD,Product,Darcy Staines,113726,52,Male,Married,202.0,0.0,0.830094,5,0.0,low,0.536473,Employed,4.0
12222,D00-SS,Sales,Edward J Bayley,101265,24,Male,Unmarried,127.0,0.0,0.393547,3,0.0,medium,0.823032,Employed,4.0
12223,D00-SS,Sales,Edward J Bayley,112293,25,Female,Unmarried,141.0,1.0,0.887975,3,0.0,medium,0.703476,Employed,2.0
12224,D00-SP,Support,Amelia Westray,109749,45,Female,Married,177.0,0.0,0.407749,5,0.0,medium,0.747944,Employed,6.0
12225,D00-PD,Product,Darcy Staines,100297,22,Male,Unmarried,145.0,0.0,0.591563,2,0.0,low,0.377051,Employed,2.0
12226,D00-ENG,Engineering,Sushant Raghunathan K,126190,33,Female,Married,255.0,0.0,0.967812,6,0.0,low,0.156849,Left,4.0
12227,D00-ENG,Engineering,Sushant Raghunathan K,105398,38,Female,Married,243.0,0.0,0.711228,5,0.0,low,0.830001,Employed,2.0
12228,D00-SS,Sales,Edward J Bayley,107644,23,Male,Unmarried,255.0,0.0,0.751009,2,0.0,low,0.860848,Employed,7.0
12229,D00-SP,Support,Amelia Westray,112025,28,Male,Unmarried,228.0,0.0,0.93801,4,0.0,low,0.785001,Left,5.0
12230,D00-IT,IT,Henry Adey,108183,28,Male,Unmarried,138.0,1.0,0.686317,3,0.0,medium,0.633663,Employed,6.0
12231,D00-SS,Sales,Edward J Bayley,102309,33,Female,Married,274.0,0.0,0.732871,6,0.0,low,0.668503,Employed,5.0
12232,D00-MT,Marketing,Reuben Swann,102615,47,Male,Married,240.0,1.0,0.85476,5,0.0,medium,0.769193,Left,6.0
12233,D00-SP,Support,Amelia Westray,112231,24,Female,Unmarried,148.0,0.0,0.587357,2,0.0,low,0.429558,Left,3.0
12234,D00-TP,Temp,Micheal Zachrey,109298,24,Male,Unmarried,78.0,0.0,0.0,2,0.0,medium,0.0,Employed,0.0
12235,D00-ENG,Engineering,Sushant Raghunathan K,100706,26,Female,Married,155.0,1.0,0.789051,4,0.0,low,1.0,Employed,3.0
12236,D00-SP,Support,Amelia Westray,116503,46,Male,Married,143.0,0.0,0.7231704095688749,5,0.0,low,0.907655,Employed,3.0
12237,D00-SP,Support,Amelia Westray,120353,44,Female,Married,226.0,0.0,0.959785,5,0.0,low,0.821104,Left,6.0
12238,D00-PD,Product,Darcy Staines,103802,53,Female,Married,129.0,0.0,0.395705,4,0.0,medium,0.238017,Employed,4.0
12239,D00-UKN,Unknown,Unknown,117203,24,Male,Unmarried,144.0,0.0,0.500583,2,0.0,low,0.339651,Left,3.0
12240,D00-SS,Sales,Edward J Bayley,128498,24,Female,Unmarried,260.0,0.0,0.95474,5,0.0,low,0.937523,Left,5.0
12241,D00-ENG,Engineering,Sushant Raghunathan K,107246,53,Female,Married,223.0,0.0,0.94149,6,0.0,medium,0.853988,Employed,2.0
12242,D00-ENG,Engineering,Sushant Raghunathan K,118573,22,Male,Unmarried,146.0,0.0,0.507206,3,0.0,low,0.658013,Employed,3.0
12243,D00-SS,Sales,Edward J Bayley,112808,23,Male,Unmarried,111.0,0.0,0.983302,4,0.0,high,0.834832,Employed,2.0
12244,D00-SS,Sales,Edward J Bayley,111728,48,Male,Married,161.0,0.0,0.710672301578354,4,0.0,low,0.740764,Employed,3.0
12245,D00-IT,IT,Henry Adey,107525,31,Male,Married,241.0,0.0,0.530298,4,0.0,low,0.918133,Employed,5.0
12246,D00-UKN,Unknown,Unknown,114756,32,Male,Married,217.0,0.0,1.0,4,0.0,low,0.527578,Employed,3.0
12247,D00-SS,Sales,Edward J Bayley,116774,26,Male,Unmarried,158.0,0.0,0.987352,3,0.0,low,0.79984,Employed,3.0
12248,D00-SS,Sales,Edward J Bayley,108011,38,Male,Married,308.0,0.0,0.867333,6,0.0,medium,0.125845,Left,5.0
12249,D00-IT,IT,Henry Adey,101991,36,Male,Married,170.0,0.0,0.763289,5,0.0,low,0.813717,Employed,4.0
12250,D00-ENG,Engineering,Sushant Raghunathan K,125444,24,Female,Unmarried,219.0,1.0,1.0,5,0.0,low,0.938191,Left,6.0
12251,D00-IT,IT,Henry Adey,119749,51,Male,Married,207.0,0.0,0.72329,4,0.0,low,0.884843,Employed,3.0
12252,D00-UKN,Unknown,Unknown,125730,48,Female,Married,235.0,0.0,0.98629,5,0.0,low,0.718373,Left,5.0
12253,D00-UKN,Unknown,Unknown,104589,42,Male,Married,192.0,0.0,0.708206,6,0.0,medium,0.594318,Employed,6.0
12254,D00-UKN,Unknown,Unknown,102447,25,Male,Unmarried,131.0,1.0,0.525492,2,0.0,medium,0.402331,Left,3.0
12255,D00-ENG,Engineering,Sushant Raghunathan K,114470,54,Male,Married,247.0,0.0,0.868891,5,0.0,medium,0.808141,Employed,2.0
12256,D00-PD,Product,Darcy Staines,114332,36,Male,Married,259.0,0.0,1.0,5,0.0,low,0.800337,Left,6.0
12257,D00-TP,Temp,Micheal Zachrey,106769,26,Male,Unmarried,116.0,0.0,0.0,3,0.0,medium,0.0,Employed,0.0
12258,D00-SS,Sales,Edward J Bayley,135663,27,Male,Unmarried,271.0,0.0,0.981718,3,0.0,low,0.828495,Employed,3.0
12259,D00-IT,IT,Henry Adey,106545,23,Male,Unmarried,128.0,1.0,0.458317,3,0.0,low,0.447364,Employed,2.0
12260,D00-SP,Support,Amelia Westray,111311,46,Female,Married,131.0,0.0,0.589584,4,0.0,low,0.975071,Employed,5.0
12261,D00-SP,Support,Amelia Westray,104605,23,Female,Unmarried,149.0,0.0,0.965755,3,0.0,medium,0.952715,Employed,3.0
12262,D00-SS,Sales,Edward J Bayley,110098,50,Male,Married,198.0,0.0,0.584426,5,0.0,medium,0.196679,Employed,5.0
12263,D00-SP,Support,Amelia Westray,127097,22,Female,Unmarried,266.0,0.0,0.911874,5,0.0,medium,0.730274,Left,5.0
12264,D00-ENG,Engineering,Sushant Raghunathan K,114046,24,Female,Unmarried,225.0,0.0,0.70489,3,0.0,low,0.678004,Employed,3.0
12265,D00-ENG,Engineering,Sushant Raghunathan K,106880,26,Male,Unmarried,286.0,0.0,0.7227253766623767,3,0.0,medium,0.733421,Employed,3.0
12266,D00-SS,Sales,Edward J Bayley,118259,48,Male,Married,220.0,0.0,0.433011,5,0.0,low,0.57421,Left,4.0
12267,D00-ENG,Engineering,Sushant Raghunathan K,111492,22,Male,Unmarried,258.0,0.0,0.647711,3,0.0,medium,0.750799,Employed,2.0
12268,D00-SP,Support,Amelia Westray,101591,29,Male,Unmarried,104.0,1.0,0.412271,2,0.0,medium,0.270801,Employed,3.0
12269,D00-SS,Sales,Edward J Bayley,119692,55,Male,Married,259.0,0.0,1.0,4,0.0,low,0.773624,Left,5.0
12270,D00-ENG,Engineering,Sushant Raghunathan K,119113,24,Female,Unmarried,134.0,0.0,0.568739,2,0.0,low,0.422517,Left,3.0
12271,D00-UKN,Unknown,Unknown,113634,25,Female,Unmarried,191.0,1.0,0.484292,3,0.0,low,0.528702,Employed,2.0
12272,D00-PD,Product,Darcy Staines,106014,23,Female,Unmarried,194.0,0.0,0.868622,3,0.0,low,0.795818,Employed,3.0
12273,D00-ENG,Engineering,Sushant Raghunathan K,118417,34,Female,Married,165.0,1.0,0.711544,4,0.0,medium,0.573526,Employed,4.0
12274,D00-ENG,Engineering,Sushant Raghunathan K,111072,30,Male,Married,178.0,0.0,0.630807,5,0.0,medium,0.836756,Employed,2.0
12275,D00-UKN,Unknown,Unknown,144792,30,Male,Married,264.0,1.0,0.895155,4,0.0,low,0.693286,Employed,2.0
12276,D00-SS,Sales,Edward J Bayley,101353,51,Male,Married,142.0,0.0,0.882508,5,0.0,medium,0.290347,Employed,6.0
12277,D00-PD,Product,Darcy Staines,112075,23,Female,Unmarried,186.0,0.0,0.788452,3,0.0,medium,0.847315,Employed,3.0
12278,D00-PD,Product,Darcy Staines,109125,23,Male,Unmarried,176.0,0.0,0.722477,3,0.0,low,0.600466,Employed,2.0
12279,D00-MT,Marketing,Reuben Swann,104894,26,Male,Unmarried,188.0,0.0,0.861877,3,0.0,medium,0.538684,Employed,6.0
12280,D00-ENG,Engineering,Sushant Raghunathan K,116362,34,Male,Married,283.0,0.0,0.789851,7,0.0,low,0.128018,Left,5.0
12281,D00-FN,Finance,Aanchal J,113074,23,Female,Unmarried,154.0,0.0,0.459002,2,0.0,medium,0.4329,Left,3.0
12282,D00-SS,Sales,Edward J Bayley,109389,25,Female,Unmarried,172.0,0.0,0.666262,3,0.0,low,0.779297,Employed,3.0
12283,D00-SP,Support,Amelia Westray,107376,40,Male,Married,146.0,1.0,0.908618,4,0.0,low,0.780992,Employed,8.0
12284,D00-ENG,Engineering,Sushant Raghunathan K,121530,25,Female,Unmarried,232.0,0.0,0.881695,5,0.0,low,0.881382,Left,5.0
12285,D00-SS,Sales,Edward J Bayley,104180,44,Male,Married,201.0,0.0,0.936545,4,0.0,medium,0.441923,Employed,8.0
12286,D00-ENG,Engineering,Sushant Raghunathan K,108111,23,Male,Unmarried,155.0,1.0,0.495675,3,0.0,medium,0.447175,Employed,2.0
12287,D00-SS,Sales,Edward J Bayley,100576,24,Female,Unmarried,221.0,0.0,0.51166,2,0.0,low,0.461581,Employed,6.0
12288,D00-ENG,Engineering,Sushant Raghunathan K,106167,25,Male,Unmarried,141.0,0.0,0.472128,2,0.0,medium,0.325473,Left,3.0
12289,D00-SS,Sales,Edward J Bayley,116923,38,Male,Married,210.0,0.0,0.943099,5,0.0,low,1.0,Employed,6.0
12290,D00-SP,Support,Amelia Westray,108784,51,Male,Married,257.0,0.0,0.783837,6,0.0,low,0.0787344,Left,4.0
12291,D00-SS,Sales,Edward J Bayley,107661,42,Female,Married,171.0,0.0,0.902849,5,0.0,low,0.900784,Employed,2.0
12292,D00-SP,Support,Amelia Westray,109339,29,Male,Unmarried,155.0,1.0,0.96439,3,0.0,medium,0.731015,Employed,3.0
12293,D00-SS,Sales,Edward J Bayley,107231,47,Female,Married,192.0,0.0,0.928448,4,0.0,high,0.611925,Employed,2.0
12294,D00-ENG,Engineering,Sushant Raghunathan K,116828,32,Male,Married,296.0,0.0,0.922567,6,0.0,low,0.0924546,Left,4.0
12295,D00-FN,Finance,Aanchal J,117945,44,Male,Married,252.0,0.0,0.967986,4,0.0,low,0.598161,Employed,4.0
12296,D00-IT,IT,Henry Adey,109928,26,Male,Unmarried,193.0,0.0,0.943426,3,0.0,medium,0.682594,Employed,3.0
12297,D00-PD,Product,Darcy Staines,116862,23,Female,Unmarried,135.0,0.0,0.513138,2,0.0,medium,0.450392,Left,3.0
12298,D00-FN,Finance,Aanchal J,101885,37,Female,Married,183.0,1.0,0.88288,5,0.0,medium,0.76897,Employed,3.0
12299,D00-ENG,Engineering,Sushant Raghunathan K,116343,49,Male,Married,266.0,0.0,0.621575,4,0.0,medium,0.683768,Employed,4.0
12300,D00-MT,Marketing,Reuben Swann,109409,36,Male,Married,162.0,0.0,0.641806,5,0.0,low,0.780164,Employed,5.0
12301,D00-SS,Sales,Edward J Bayley,105527,26,Male,Unmarried,218.0,0.0,0.888233,3,0.0,low,0.17756,Employed,4.0
12302,D00-UKN,Unknown,Unknown,100851,22,Female,Unmarried,264.0,0.0,0.81269,3,0.0,low,0.745624,Employed,3.0
12303,D00-SS,Sales,Edward J Bayley,114307,36,Male,Married,232.0,1.0,0.686879,4,0.0,low,0.687472,Employed,2.0
12304,D00-SP,Support,Amelia Westray,128037,48,Female,Married,267.0,1.0,0.976654,6,0.0,low,0.132093,Left,4.0
12305,D00-PD,Product,Darcy Staines,122325,22,Female,Unmarried,141.0,0.0,0.719523343832021,2,0.0,medium,0.459964,Left,3.0
12306,D00-FN,Finance,Aanchal J,117899,26,Male,Unmarried,223.0,1.0,0.494374,3,0.0,low,0.519992,Employed,2.0
12307,D00-IT,IT,Henry Adey,116262,29,Male,Unmarried,161.0,0.0,0.725724,4,0.0,low,0.785724,Employed,3.0
12308,D00-IT,IT,Henry Adey,103578,24,Female,Unmarried,114.0,0.0,0.87824,2,0.0,low,0.680305,Employed,4.0
12309,D00-PR,Procurement,Louie Viles,104163,23,Male,Unmarried,162.0,0.0,0.603147,3,0.0,low,0.403123,Employed,2.0
12310,D00-ENG,Engineering,Sushant Raghunathan K,139797,43,Female,Married,166.0,1.0,0.960755,6,0.0,medium,0.558867,Employed,5.0
12311,D00-IT,IT,Henry Adey,108466,28,Male,Unmarried,139.0,0.0,0.785527,3,0.0,medium,1.0,Employed,2.0
12312,D00-ENG,Engineering,Sushant Raghunathan K,113663,48,Male,Married,249.0,1.0,0.447624,4,0.0,medium,0.494536,Employed,4.0
12313,D00-SP,Support,Amelia Westray,112498,37,Male,Married,189.0,0.0,0.99524,5,0.0,low,0.816008,Employed,3.0
12314,D00-SP,Support,Amelia Westray,108560,28,Male,Unmarried,210.0,0.0,0.7231704095688749,3,0.0,low,0.999704,Employed,2.0
12315,D00-FN,Finance,Aanchal J,107297,51,Male,Married,285.0,0.0,0.829299,6,0.0,medium,0.0901001,Left,4.0
12316,D00-ENG,Engineering,Sushant Raghunathan K,108765,39,Male,Married,132.0,0.0,0.955792,5,0.0,low,0.825067,Employed,3.0
12317,D00-PD,Product,Darcy Staines,101832,29,Male,Unmarried,182.0,1.0,0.39123,3,0.0,low,0.138406,Employed,3.0
12318,D00-FN,Finance,Aanchal J,110316,39,Female,Married,291.0,0.0,0.741188,7,0.0,low,0.104809,Left,4.0
12319,D00-ENG,Engineering,Sushant Raghunathan K,114818,24,Male,Unmarried,225.0,0.0,0.847606,3,0.0,medium,0.767367,Employed,3.0
12320,D00-PD,Product,Darcy Staines,115836,49,Male,Married,185.0,0.0,0.493045,5,0.0,high,0.239173,Employed,6.0
12321,D00-ENG,Engineering,Sushant Raghunathan K,101599,50,Female,Married,156.0,0.0,0.665593,4,0.0,low,0.737385,Employed,3.0
12322,D00-SS,Sales,Edward J Bayley,118662,23,Female,Unmarried,251.0,0.0,0.640964,3,0.0,low,0.863459,Employed,2.0
12323,D00-IT,IT,Henry Adey,114171,52,Male,Married,171.0,0.0,0.624239,4,0.0,medium,0.208554,Employed,6.0
12324,D00-SS,Sales,Edward J Bayley,118250,29,Male,Unmarried,150.0,0.0,0.569344,2,0.0,low,0.428101,Left,3.0
12325,D00-SS,Sales,Edward J Bayley,100931,32,Male,Married,232.0,0.0,0.546663,5,0.0,medium,0.203922,Employed,3.0
12326,D00-UKN,Unknown,Unknown,116326,25,Male,Unmarried,198.0,1.0,0.57185,3,1.0,low,0.701867,Employed,3.0
12327,D00-SP,Support,Amelia Westray,103730,45,Male,Married,149.0,0.0,0.453094,4,0.0,low,0.63332,Employed,4.0
12328,D00-ENG,Engineering,Sushant Raghunathan K,101278,29,Male,Unmarried,246.0,0.0,0.57728,3,0.0,medium,0.707608,Employed,3.0
12329,D00-IT,IT,Henry Adey,103538,24,Female,Unmarried,264.0,0.0,0.7195245440329218,4,0.0,medium,0.931157,Employed,3.0
12330,D00-ENG,Engineering,Sushant Raghunathan K,113512,24,Female,Unmarried,160.0,0.0,0.600898,2,0.0,medium,0.40791,Left,3.0
12331,D00-MN,Management,Ellie Trafton,117278,31,Female,Married,138.0,0.0,0.600414,4,0.0,medium,0.758519,Employed,3.0
12332,D00-PD,Product,Darcy Staines,109983,30,Male,Married,140.0,1.0,0.557849,4,0.0,low,0.465589,Employed,2.0
12333,D00-SS,Sales,Edward J Bayley,104852,45,Female,Married,232.0,0.0,0.786477,5,0.0,medium,0.615701,Employed,7.0
12334,D00-SP,Support,Amelia Westray,134427,49,Female,Married,238.0,0.0,0.830936,5,0.0,medium,0.909035,Left,5.0
12335,D00-SP,Support,Amelia Westray,114822,25,Male,Unmarried,192.0,1.0,0.627834,2,0.0,low,0.563829,Employed,2.0
12336,D00-SP,Support,Amelia Westray,106392,31,Male,Married,234.0,0.0,0.759356,4,0.0,low,0.559908,Employed,3.0
12337,D00-SS,Sales,Edward J Bayley,120172,42,Female,Married,301.0,1.0,0.838646,6,0.0,medium,0.122599,Left,4.0
12338,D00-IT,IT,Henry Adey,133677,40,Female,Married,223.0,0.0,0.8971,5,0.0,medium,0.895458,Left,5.0
12339,D00-SS,Sales,Edward J Bayley,108218,23,Female,Unmarried,283.0,0.0,0.737521,4,0.0,high,0.928558,Employed,7.0
12340,D00-SS,Sales,Edward J Bayley,102343,32,Female,Married,203.0,1.0,0.799967,4,0.0,low,0.569586,Employed,4.0
12341,D00-MT,Marketing,Reuben Swann,100432,28,Male,Unmarried,211.0,0.0,0.684893,3,1.0,low,0.538189,Employed,6.0
12342,D00-MN,Management,Ellie Trafton,100738,27,Female,Married,179.0,0.0,0.778958,4,0.0,high,0.830825,Employed,3.0
12343,D00-SS,Sales,Edward J Bayley,118645,51,Male,Married,247.0,0.0,0.80037,5,0.0,low,0.846306,Employed,3.0
12344,D00-MT,Marketing,Reuben Swann,111610,52,Male,Married,171.0,0.0,0.568897,4,0.0,low,0.584357,Employed,2.0
12345,D00-ENG,Engineering,Sushant Raghunathan K,110335,33,Male,Married,309.0,0.0,0.840745,6,0.0,low,0.153585,Left,4.0
12346,D00-ENG,Engineering,Sushant Raghunathan K,102119,24,Female,Unmarried,215.0,0.0,0.693721,3,0.0,low,0.541565,Employed,2.0
12347,D00-SP,Support,Amelia Westray,119293,48,Male,Married,197.0,0.0,0.748122,4,0.0,low,0.652445,Employed,3.0
12348,D00-MN,Management,Ellie Trafton,126318,23,Female,Unmarried,264.0,0.0,0.85881,4,0.0,medium,0.879671,Left,5.0
12349,D00-SP,Support,Amelia Westray,115692,31,Female,Married,231.0,0.0,0.912467,4,0.0,medium,0.745835,Employed,3.0
12350,D00-SS,Sales,Edward J Bayley,103960,37,Male,Married,245.0,0.0,0.876316,4,0.0,low,0.751132,Left,6.0
12351,D00-UKN,Unknown,Unknown,103725,29,Male,Unmarried,196.0,0.0,0.929195,3,0.0,low,0.893231,Employed,4.0
12352,D00-ENG,Engineering,Sushant Raghunathan K,113561,33,Female,Married,137.0,0.0,0.684802,4,0.0,low,0.625086,Employed,3.0
12353,D00-SS,Sales,Edward J Bayley,108914,39,Male,Married,262.0,0.0,0.941097,4,0.0,medium,0.853975,Employed,3.0
12354,D00-IT,IT,Henry Adey,107768,38,Male,Married,220.0,0.0,0.835923,4,0.0,medium,0.79537,Employed,2.0
12355,D00-ENG,Engineering,Sushant Raghunathan K,100107,52,Male,Married,178.0,0.0,0.500988,6,0.0,low,0.365291,Employed,2.0
12356,D00-UKN,Unknown,Unknown,114536,22,Male,Unmarried,190.0,0.0,0.742783,3,0.0,medium,1.0,Employed,4.0
12357,D00-SP,Support,Amelia Westray,103461,22,Female,Unmarried,159.0,1.0,0.868553,4,0.0,low,0.992634,Employed,2.0
12358,D00-MN,Management,Ellie Trafton,108030,23,Male,Unmarried,177.0,0.0,0.991361,3,0.0,low,0.958981,Employed,2.0
12359,D00-SP,Support,Amelia Westray,102105,23,Male,Unmarried,135.0,0.0,0.43193,2,0.0,low,0.453381,Left,3.0
12360,D00-MT,Marketing,Reuben Swann,100156,23,Male,Unmarried,165.0,0.0,0.791639,3,0.0,medium,0.869483,Employed,4.0
12361,D00-ENG,Engineering,Sushant Raghunathan K,107928,45,Male,Married,253.0,0.0,0.821717,4,0.0,medium,0.858685,Employed,2.0
12362,D00-FN,Finance,Aanchal J,100556,33,Female,Married,265.0,0.0,1.0,5,0.0,low,0.730234,Employed,2.0
12363,D00-ENG,Engineering,Sushant Raghunathan K,103550,49,Male,Married,267.0,1.0,0.663484,4,0.0,low,0.930743,Employed,3.0
12364,D00-SP,Support,Amelia Westray,114060,25,Male,Unmarried,178.0,1.0,0.715122,4,0.0,medium,0.913611,Employed,2.0
12365,D00-TP,Temp,Micheal Zachrey,100496,22,Male,Unmarried,138.0,0.0,0.0,3,0.0,medium,0.0,Employed,0.0
12366,D00-SS,Sales,Edward J Bayley,135633,22,Female,Unmarried,182.0,0.0,0.474114,2,0.0,low,0.507737,Employed,3.0
12367,D00-MT,Marketing,Reuben Swann,115332,24,Female,Unmarried,243.0,0.0,1.0,5,0.0,low,0.904151,Left,6.0
12368,D00-SP,Support,Amelia Westray,135872,47,Male,Married,118.0,0.0,0.480348,5,0.0,low,0.880059,Employed,3.0
12369,D00-IT,IT,Henry Adey,118242,24,Female,Unmarried,211.0,0.0,0.7195245440329218,3,0.0,high,0.527174,Employed,3.0
12370,D00-SS,Sales,Edward J Bayley,117125,31,Male,Married,265.0,0.0,0.767471,6,0.0,low,0.0805109,Left,4.0
12371,D00-IT,IT,Henry Adey,111552,24,Female,Unmarried,223.0,0.0,0.766143,3,0.0,low,0.737216,Employed,4.0
12372,D00-SP,Support,Amelia Westray,112122,27,Male,Unmarried,266.0,0.0,0.761662,4,0.0,low,0.632767,Employed,2.0
12373,D00-SS,Sales,Edward J Bayley,109716,22,Male,Unmarried,149.0,0.0,0.658168,3,0.0,low,0.957336,Employed,3.0
12374,D00-SP,Support,Amelia Westray,116633,32,Male,Married,201.0,1.0,0.852027,4,0.0,low,0.862611,Employed,2.0
12375,D00-UKN,Unknown,Unknown,116372,29,Male,Unmarried,134.0,0.0,0.465302,2,0.0,medium,0.472801,Left,3.0
12376,D00-SS,Sales,Edward J Bayley,103892,50,Male,Married,227.0,0.0,0.892891,5,0.0,medium,0.818472,Left,6.0
12377,D00-SS,Sales,Edward J Bayley,108188,29,Male,Unmarried,187.0,0.0,0.725526,3,0.0,medium,0.42489,Employed,3.0
12378,D00-SS,Sales,Edward J Bayley,105526,35,Male,Married,230.0,0.0,0.736159,5,0.0,medium,0.828864,Employed,2.0
12379,D00-IT,IT,Henry Adey,116028,51,Male,Married,178.0,0.0,0.722407,4,0.0,medium,0.539353,Employed,8.0
12380,D00-SS,Sales,Edward J Bayley,113775,26,Male,Unmarried,235.0,1.0,0.757675,2,0.0,medium,0.727378,Employed,3.0
12381,D00-SS,Sales,Edward J Bayley,113299,51,Male,Married,224.0,1.0,0.594354,5,0.0,low,0.932683,Employed,8.0
12382,D00-MN,Management,Ellie Trafton,118412,24,Male,Unmarried,198.0,0.0,0.96312,3,0.0,medium,0.142673,Employed,5.0
12383,D00-IT,IT,Henry Adey,118459,51,Male,Married,308.0,1.0,0.901069,6,0.0,low,0.119499,Left,4.0
12384,D00-IT,IT,Henry Adey,118892,23,Female,Unmarried,237.0,0.0,0.972116,4,0.0,medium,0.2381,Employed,5.0
